檔案	估計dense2byte大小(bytes)	上限(bytes)	狀態
RU59MV.TXT	144	32768	OK
RU60L.TXT	137	32768	OK
RU61I.TXT	279	32768	OK
RU62BV.TXT	163	32768	OK
RU62V.TXT	143	32768	OK
RU63MV.TXT	109	32768	OK
RU64L.TXT	123	32768	OK
RU65I.TXT	208	32768	OK
RU66BV.TXT	260	32768	OK
RU67V.TXT	208	32768	OK
RU68MV.TXT	196	32768	OK
RU69L.TXT	203	32768	OK
S.TXT	377	32768	OK
S1.TXT	124	32768	OK
SH.TXT	85	32768	OK
SL.TXT	87	32768	OK
SL1.TXT	94	32768	OK
SN.TXT	104	32768	OK
SUOMUSSA.TXT	393	32768	OK
SW.TXT	177	32768	OK
TH.TXT	87	32768	OK
TUT.TXT	73	32768	OK
UK20I.TXT	202	32768	OK
UK21BV.TXT	97	32768	OK
UK22MV.TXT	140	32768	OK
UK23L.TXT	177	32768	OK
UK24I.TXT	249	32768	OK
UK25BV.TXT	160	32768	OK
UK26MV.TXT	160	32768	OK
UK27L.TXT	139	32768	OK
UK28I.TXT	156	32768	OK
UK29BV.TXT	167	32768	OK
UK30MV.TXT	148	32768	OK
UK31LA.TXT	173	32768	OK
UK32I.TXT	203	32768	OK
UK33BV.TXT	175	32768	OK
UK34MV.TXT	168	32768	OK
UK35L.TXT	168	32768	OK
UK36I.TXT	278	32768	OK
UK37BV.TXT	216	32768	OK
UK38MV.TXT	176	32768	OK
UK39L.TXT	168	32768	OK
UK4.TXT	149	32768	OK
UK40I.TXT	149	32768	OK
UK41BV.TXT	184	32768	OK
UK43MV.TXT	104	32768	OK
UK44L.TXT	174	32768	OK
US20I.TXT	214	32768	OK
US21BV.TXT	113	32768	OK
US21V.TXT	97	32768	OK
US22MV.TXT	64	32768	OK
US23L.TXT	152	32768	OK
US24I.TXT	218	32768	OK
US25BVA.TXT	207	32768	OK
US25VA.TXT	186	32768	OK
US26MV.TXT	190	32768	OK
US27L.TXT	133	32768	OK
US28I.TXT	188	32768	OK
US29BV.TXT	110	32768	OK
US29V.TXT	108	32768	OK
US3.TXT	209	32768	OK
US30MV.TXT	111	32768	OK
US31L.TXT	186	32768	OK
US32I.TXT	133	32768	OK
US33BV.TXT	133	32768	OK
US33V.TXT	123	32768	OK
US34MV.TXT	60	32768	OK
US35L.TXT	111	32768	OK
US36I.TXT	155	32768	OK
US37BV.TXT	143	32768	OK
US37V.TXT	105	32768	OK
US38MV.TXT	136	32768	OK
US39L.TXT	186	32768	OK
US40I.TXT	163	32768	OK
US41BV.TXT	117	32768	OK
US42V.TXT	103	32768	OK
US43MV.TXT	122	32768	OK
US44L.TXT	154	32768	OK
USSR5.TXT	144	32768	OK
V.TXT	70	32768	OK
VK.TXT	86	32768	OK
W.TXT	192	32768	OK
W1.TXT	192	32768	OK
WR.TXT	132	32768	OK
ZITADELL.TXT	289	32768	OK
